% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Complete Primary Schools,Country,City,Drinking water,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,ADM1_EN,Retention score,School infrastructure score,Toilet,Total number of schools
76.96%,0.595611285,23.05%,0.103448276,0.300940439,7.30%,9.19%,42.97%,40.54%,190,Pakistan,Panjgur,68.78873239,58.19,2.62%,28.02112676,97,50.965,0.00%,0.811704835,319,0.188295165,74,4.10%,234051,33,96,Balochistan,60.245,46.325,38.54225352,393
72.73%,0.145102781,27.27%,0.338573156,0.516324063,34.47%,12.42%,30.29%,22.81%,120,Pakistan,Pishin,63.61271298,63.155,2.62%,27.64285714,44.515,73.85,0.00%,0.838742394,827,0.161257606,159,4.10%,367183,280,427,Balochistan,57.005,44.005,39.06749672,986
58.33%,0.751282051,41.68%,0.094871795,0.153846154,42.91%,3.54%,37.99%,15.55%,293,Pakistan,Quetta,56.48424069,75.31,2.62%,47.17765043,69.59,66.565,0.00%,0.681818182,390,0.318181818,182,4.10%,744802,37,60,Balochistan,73.41,58.58,60.7034384,572
95.53%,0.012195122,4.48%,0.237804878,0.75,20.96%,7.78%,44.31%,26.95%,2,Pakistan,Sherani,36.82258065,50.535,2.62%,25.16129032,44.82,52.66,0.00%,0.891304348,164,0.108695652,20,4.10%,0,39,123,Balochistan,50.195,40.5,53.75806452,184
62.79%,0.368932039,37.21%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,76,Pakistan,Sibi,57.57281553,64.12,2.62%,51.13592233,59.505,43.205,0.00%,0.78030303,206,0.21969697,58,4.10%,180398,57,73,Balochistan,66.55,48.805,48.89320388,264
84.71%,0.174193548,15.30%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,27,Pakistan,Washuk,54.84042553,38.835,2.62%,28.5,53.36,33,0.00%,0.824468085,155,0.175531915,33,4.10%,118171,31,97,Balochistan,46.875,41.395,32.91843972,188
86.78%,0.152027027,13.22%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,45,Pakistan,Zhob,38,38.41,2.62%,22.87410072,48.35,39.88,0.00%,0.848137536,296,0.151862464,53,4.10%,275142,49,202,Balochistan,46.305,32.19,23.41726619,349
72.32%,0.178082192,27.69%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,39,Pakistan,Ziarat,16.58986175,41.745,2.62%,1.382488479,69.44,57.8,0.00%,0.829545455,219,0.170454545,45,4.10%,33340,65,115,Balochistan,25.685,21.38,24.42396313,264
72.40%,0.239631336,27.60%,0.188940092,0.571428571,35.94%,0.46%,54.38%,9.22%,52,Pakistan,Awaran,0.97,53.89,2.68%,88.35,44.69,20.41,0.00%,0.812734082,217,0.187265918,50,4.00%,118173,41,124,Balochistan,72.86,23.79,6.31,267
98.95%,0,1.05%,0.394316163,0.811722913,3.24%,31.57%,16.72%,48.46%,0,Pakistan,Barkhan,1.59,45.87,2.68%,21.16,70.35,17.07,0.00%,0.924466338,563,0.075533662,46,4.00%,103545,222,457,Balochistan,45.03,14.89,0.18,609
99.65%,0.342723005,0.35%,0.122065728,0.535211268,22.95%,2.46%,43.85%,30.74%,73,Pakistan,Chaghi,12.25,45.16,2.68%,85.78,47.15,37.06,0.00%,0.825581395,213,0.174418605,45,4.00%,300000,26,114,Balochistan,46.08,38.63,35.29,258
100.00%,0.612244898,0.00%,0.227891156,0.159863946,22.22%,3.82%,51.04%,22.92%,180,Pakistan,Dera Bugti,1.07,28.99,2.68%,68.57,14.65,11.5,0.00%,0.825842697,294,0.174157303,62,4.00%,181310,67,47,Balochistan,47.88,22.29,1.43,356
79.83%,0.244239631,20.17%,0.230414747,0.525345622,44.58%,1.61%,31.73%,22.09%,53,Pakistan,Gwadar,20.39,62.58,2.68%,55.34,86.85,17.91,0.00%,0.794871795,217,0.205128205,56,4.00%,185498,50,114,Balochistan,75.38,33.3,35.92,273
93.69%,0.280821918,6.31%,0.143835616,0.575342466,12.05%,11.45%,39.16%,37.35%,41,Pakistan,Harnai,8.39,40.73,2.68%,7.69,39.08,20.1,0.00%,0.863905325,146,0.136094675,23,4.00%,140000,21,84,Balochistan,47.42,24.2,38.46,169
85.56%,0.142857143,14.44%,0.187122736,0.670020121,12.41%,20.11%,28.20%,39.29%,71,Pakistan,Jaffarabad,13.52,50.01,2.68%,12.13,44.83,55.35,0.00%,0.878091873,497,0.121908127,69,4.00%,432817,93,333,Balochistan,35.44,13.4,0.99,566
88.29%,0.194331984,11.71%,0.198380567,0.607287449,10.68%,22.06%,27.40%,39.86%,48,Pakistan,Jhal Magsi,0.43,57.25,2.68%,40,66.22,51.48,0.00%,0.831649832,247,0.168350168,50,4.00%,109941,49,150,Balochistan,49.59,24.94,9.36,297
100.00%,0.225063939,0.00%,0.350383632,0.42455243,40.07%,5.05%,47.29%,7.58%,88,Pakistan,Kachhi,4.66,40.29,2.68%,24.11,52.39,18.18,0.00%,0.863134658,391,0.136865342,62,4.00%,288056,137,166,Balochistan,50.18,14.9,3.56,453
60.61%,0.228070175,39.39%,0.280701754,0.49122807,26.71%,10.87%,34.75%,27.66%,91,Pakistan,Kalat,12.1,49.79,2.68%,20.97,63.02,13.22,0.00%,0.836477987,399,0.163522013,78,4.00%,237834,112,196,Balochistan,33.51,25,26.34,477
65.30%,0.442913386,34.70%,0.206692913,0.350393701,57.11%,1.26%,37.03%,4.60%,225,Pakistan,Kech,5.54,69.5,2.68%,39.87,68.83,43.9,0.00%,0.765060241,508,0.234939759,156,4.00%,413204,105,178,Balochistan,80.57,18.93,17.7,664
90.38%,0.054644809,9.62%,0.295081967,0.650273224,68.20%,0.00%,29.95%,1.84%,10,Pakistan,Kharan,2.86,62.93,2.68%,50.86,74.69,62,0.00%,0.788793103,183,0.211206897,49,4.00%,132500,54,119,Balochistan,55.41,19.89,8.57,232
58.65%,0.321711569,41.35%,0.17274168,0.505546751,24.20%,7.78%,36.55%,31.47%,203,Pakistan,Khuzdar,14.36,55.16,2.68%,47.46,69.14,28.95,0.00%,0.869146006,631,0.130853994,95,4.00%,417466,109,319,Balochistan,31.21,31.31,20.84,726
100.00%,0.194063927,0.00%,0.235159817,0.570776256,16.70%,10.92%,41.97%,30.41%,85,Pakistan,Killa Abdullah,15.72,28.04,2.68%,9.83,36.14,11.75,0.00%,0.857142857,438,0.142857143,73,4.00%,370269,103,250,Balochistan,31.1,17.84,7.37,511
81.68%,0.03142329,18.32%,0.336414048,0.632162662,13.09%,26.36%,23.82%,36.73%,17,Pakistan,Killa Saifullah,5.98,64.44,2.68%,34.56,84.59,70.07,0.00%,0.892739274,541,0.107260726,65,4.00%,193553,182,342,Balochistan,34.76,15.68,6.37,606
100.00%,0,0.00%,0.202970297,0.824257426,19.41%,16.48%,15.80%,48.31%,0,Pakistan,Kohlu,3.49,33.4,2.68%,38.15,50.03,20.72,0.00%,0.905829596,404,0.094170404,42,4.00%,99846,82,333,Balochistan,18.26,15.96,1.25,446
76.60%,0.362934363,23.40%,0.185328185,0.451737452,18.09%,11.52%,32.62%,37.77%,188,Pakistan,Lasbela,15.56,58.04,2.68%,43.98,53.74,51.58,0.00%,0.854785479,518,0.145214521,88,4.00%,312695,96,234,Balochistan,53.44,27.72,29.46,606
84.47%,0,15.53%,0.409657321,0.660436137,28.81%,9.71%,28.35%,33.13%,0,Pakistan,Loralai,12.87,44.11,2.68%,27.85,59.65,31.9,0.00%,0.887966805,642,0.112033195,81,4.00%,295555,263,424,Balochistan,19.36,24.01,13.68,723
66.36%,0.392739274,33.64%,0.165016502,0.442244224,20.40%,7.93%,31.44%,40.23%,119,Pakistan,Mastung,5.12,62.94,2.68%,6.83,85.04,18.04,0.00%,0.801587302,303,0.198412698,75,4.00%,179784,50,134,Balochistan,65.02,24.57,31.4,378
100.00%,0,0.00%,0.378787879,0.78030303,21.60%,3.14%,50.87%,24.39%,0,Pakistan,Musakhail,5.91,30.34,2.68%,66.93,40.42,26.59,0.00%,0.868421053,264,0.131578947,40,4.00%,134056,100,206,Balochistan,23.03,27.17,12.6,304
96.09%,0,3.91%,0.35619469,0.685840708,24.84%,20.22%,22.20%,32.75%,0,Pakistan,Nasirabad,3.54,35.63,2.68%,11.32,39.2,8.14,0.00%,0.88976378,452,0.11023622,56,4.00%,245894,161,310,Balochistan,41.28,11.89,0,508
68.12%,0.524096386,31.88%,0.078313253,0.397590361,80.47%,0.00%,17.21%,2.33%,87,Pakistan,Nushki,18.71,59.43,2.68%,27.1,64.6,34.15,0.00%,0.697478992,166,0.302521008,72,4.00%,137500,13,66,Balochistan,57.1,30.71,47.1,238
84.60%,0.595611285,15.40%,0.103448276,0.300940439,7.30%,9.19%,42.97%,40.54%,190,Pakistan,Panjgur,0.34,51.18,2.68%,78.77,78.91,6.1,0.00%,0.811704835,319,0.188295165,74,4.00%,234051,33,96,Balochistan,54.29,32.26,14.04,393
73.24%,0.145102781,26.76%,0.338573156,0.516324063,34.47%,12.42%,30.29%,22.81%,120,Pakistan,Pishin,18.88,55.01,2.68%,20.44,66.03,31.54,0.00%,0.838742394,827,0.161257606,159,4.00%,367183,280,427,Balochistan,45.74,23.18,20.44,986
74.70%,0.751282051,25.30%,0.094871795,0.153846154,42.91%,3.54%,37.99%,15.55%,293,Pakistan,Quetta,20.39,72.13,2.68%,10.89,80.18,64.14,0.00%,0.681818182,390,0.318181818,182,4.00%,744802,37,60,Balochistan,68.88,36.59,42.18,572
85.94%,0.012195122,14.06%,0.237804878,0.75,20.96%,7.78%,44.31%,26.95%,2,Pakistan,Sherani,5.73,48.84,2.68%,32.48,55.64,36.44,0.00%,0.891304348,164,0.108695652,20,4.00%,0,39,123,Balochistan,39.22,18.6,21.66,184
67.69%,0.368932039,32.31%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,76,Pakistan,Sibi,8.13,62.12,2.68%,32.06,75.01,26.33,0.00%,0.78030303,206,0.21969697,58,4.00%,180398,57,73,Balochistan,64.84,20.19,33.97,264
98.84%,0.174193548,1.16%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,27,Pakistan,Washuk,6.9,35.4,2.68%,68.97,53.36,15.22,0.00%,0.824468085,155,0.175531915,33,4.00%,118171,31,97,Balochistan,21.87,23.31,4.14,188
75.05%,0.152027027,24.95%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,45,Pakistan,Zhob,8.39,58.69,2.68%,41.61,48.35,50.09,0.00%,0.848137536,296,0.151862464,53,4.00%,275142,49,202,Balochistan,61.39,22.1,5.59,349
71.24%,0.178082192,28.76%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,39,Pakistan,Ziarat,1.83,62.46,2.68%,19.63,69.44,37.65,0.00%,0.829545455,219,0.170454545,45,4.00%,33340,65,115,Balochistan,64,17.63,11.87,264
95.35%,0.239631336,4.65%,0.188940092,0.571428571,35.94%,0.46%,54.38%,9.22%,52,Pakistan,Awaran,21.658986,40.221263,2.20%,0.460829,59.089202,18.141708,0.00%,0.812734082,217,0.187265918,50,4.70%,118173,41,124,Balochistan,29,10.798987,2.764977,267
100.00%,0,0.00%,0.394316163,0.811722913,3.24%,31.57%,16.72%,48.46%,0,Pakistan,Barkhan,17.05151,32.481119,2.20%,8.880995,55.029933,17.825,0.00%,0.924466338,563,0.075533662,46,4.70%,103545,222,457,Balochistan,8,19.985129,0.888099,609
88.79%,0.342723005,11.21%,0.122065728,0.535211268,22.95%,2.46%,43.85%,30.74%,73,Pakistan,Chaghi,34.2723,41.104554,2.20%,4.694836,41.716174,28.549031,0.00%,0.825581395,213,0.174418605,45,4.70%,300000,26,114,Balochistan,32.944415,34.154101,34.2723,258
96.12%,0.612244898,3.88%,0.227891156,0.159863946,22.22%,3.82%,51.04%,22.92%,180,Pakistan,Dera Bugti,15.646259,30.360035,2.20%,3.741497,27.763837,21.8,0.00%,0.825842697,294,0.174157303,62,4.70%,181310,67,47,Balochistan,18,5.489772,0.680272,356
68.90%,0.244239631,31.10%,0.230414747,0.525345622,44.58%,1.61%,31.73%,22.09%,53,Pakistan,Gwadar,58.525346,68.278043,2.20%,28.110599,82.276685,35.739327,0.00%,0.794871795,217,0.205128205,56,4.70%,185498,50,114,Balochistan,74,32.999252,22.580645,273
86.50%,0.280821918,13.50%,0.143835616,0.575342466,12.05%,11.45%,39.16%,37.35%,41,Pakistan,Harnai,28.767123,36.568909,2.20%,25.342466,29.896743,20.875,0.00%,0.863905325,146,0.136094675,23,4.70%,140000,21,84,Balochistan,32,38.612398,39.726027,169
96.15%,0.142857143,3.85%,0.187122736,0.670020121,12.41%,20.11%,28.20%,39.29%,71,Pakistan,Jaffarabad,27.565392,45.833841,2.20%,35.01006,49.463818,57.018546,0.00%,0.878091873,497,0.121908127,69,4.70%,432817,93,333,Balochistan,23,24.655895,1.609658,566
99.06%,0.194331984,0.94%,0.198380567,0.607287449,10.68%,22.06%,27.40%,39.86%,48,Pakistan,Jhal Magsi,22.267206,49.123752,2.20%,30.769231,55.873876,57.127428,0.00%,0.831649832,247,0.168350168,50,4.70%,109941,49,150,Balochistan,32.555792,14.74213,6.477733,297
91.11%,0.225063939,8.89%,0.350383632,0.42455243,40.07%,5.05%,47.29%,7.58%,88,Pakistan,Kachhi,19.43734,39.118897,2.20%,6.138107,44.545774,37.041813,0.00%,0.863134658,391,0.136865342,62,4.70%,288056,137,166,Balochistan,16,7.670309,5.370844,453
87.02%,0.228070175,12.98%,0.280701754,0.49122807,26.71%,10.87%,34.75%,27.66%,91,Pakistan,Kalat,36.090226,43.762312,2.20%,22.305764,62.464828,20.608333,0.00%,0.836477987,399,0.163522013,78,4.70%,237834,112,196,Balochistan,29,28.352943,23.809524,477
64.31%,0.442913386,35.69%,0.206692913,0.350393701,57.11%,1.26%,37.03%,4.60%,225,Pakistan,Kech,38.582677,52.982453,2.20%,16.338583,56.558479,31.681226,0.00%,0.765060241,508,0.234939759,156,4.70%,413204,105,178,Balochistan,38,16.132309,14.173228,664
79.16%,0.054644809,20.84%,0.295081967,0.650273224,68.20%,0.00%,29.95%,1.84%,10,Pakistan,Kharan,34.972678,53.481092,2.20%,58.469945,55.533708,48.623957,0.00%,0.788793103,183,0.211206897,49,4.70%,132500,54,119,Balochistan,38.929233,25.812386,7.650273,232
84.09%,0.321711569,15.91%,0.17274168,0.505546751,24.20%,7.78%,36.55%,31.47%,203,Pakistan,Khuzdar,30.586371,50.439734,2.20%,12.995246,67.33296,41.510994,0.00%,0.869146006,631,0.130853994,95,4.70%,417466,109,319,Balochistan,27,20.707716,19.492868,726
98.84%,0.194063927,1.16%,0.235159817,0.570776256,16.70%,10.92%,41.97%,30.41%,85,Pakistan,Killa Abdullah,57.990868,32.071744,2.20%,23.287671,35.739319,16.454167,0.00%,0.857142857,438,0.142857143,73,4.70%,370269,103,250,Balochistan,24.931665,32.960945,15.068493,511
85.36%,0.03142329,14.64%,0.336414048,0.632162662,13.09%,26.36%,23.82%,36.73%,17,Pakistan,Killa Saifullah,26.432532,49.903383,2.20%,17.560074,53.791393,55.397934,0.00%,0.892739274,541,0.107260726,65,4.70%,193553,182,342,Balochistan,25.787891,15.929009,7.763401,606
97.10%,0,2.90%,0.202970297,0.824257426,19.41%,16.48%,15.80%,48.31%,0,Pakistan,Kohlu,25.49505,41.925429,2.20%,39.851485,46.139884,39.661538,0.00%,0.905829596,404,0.094170404,42,4.70%,99846,82,333,Balochistan,29,24.622141,1.237624,446
69.35%,0.362934363,30.65%,0.185328185,0.451737452,18.09%,11.52%,32.62%,37.77%,188,Pakistan,Lasbela,32.432432,53.497468,2.20%,16.216216,46.808017,36.536111,0.00%,0.854785479,518,0.145214521,88,4.70%,312695,96,234,Balochistan,50,25.428897,28.957529,606
83.34%,0,16.66%,0.409657321,0.660436137,28.81%,9.71%,28.35%,33.13%,0,Pakistan,Loralai,40.342679,48.877679,2.20%,37.538941,69.002978,45.032768,0.00%,0.887966805,642,0.112033195,81,4.70%,295555,263,424,Balochistan,14.819855,28.088932,13.239875,723
69.28%,0.392739274,30.72%,0.165016502,0.442244224,20.40%,7.93%,31.44%,40.23%,119,Pakistan,Mastung,38.613861,50.481686,2.20%,11.551155,80.275847,25.934352,0.00%,0.801587302,303,0.198412698,75,4.70%,179784,50,134,Balochistan,15,36.274167,31.683168,378
72.04%,0,27.96%,0.378787879,0.78030303,21.60%,3.14%,50.87%,24.39%,0,Pakistan,Musakhail,31.818182,47.423152,2.20%,9.848485,56.559531,37.620588,0.00%,0.868421053,264,0.131578947,40,4.70%,134056,100,206,Balochistan,17.556081,18.426506,7.19697,304
100.00%,0,0.00%,0.35619469,0.685840708,24.84%,20.22%,22.20%,32.75%,0,Pakistan,Nasirabad,13.716814,46.060405,2.20%,37.610619,39.301108,40.421838,0.00%,0.88976378,452,0.11023622,56,4.70%,245894,161,310,Balochistan,62,18.774041,9.513274,508
73.59%,0.524096386,26.41%,0.078313253,0.397590361,80.47%,0.00%,17.21%,2.33%,87,Pakistan,Nushki,48.192771,49.299201,2.20%,63.253012,55.649356,22.141622,0.00%,0.697478992,166,0.302521008,72,4.70%,137500,13,66,Balochistan,43,40.343334,45.180723,238
72.25%,0.595611285,27.75%,0.103448276,0.300940439,7.30%,9.19%,42.97%,40.54%,190,Pakistan,Panjgur,10.658307,47.06788,2.20%,6.269592,74.320996,12.2,0.00%,0.811704835,319,0.188295165,74,4.70%,234051,33,96,Balochistan,24,13.117138,6.583072,393
92.51%,0.145102781,7.49%,0.338573156,0.516324063,34.47%,12.42%,30.29%,22.81%,120,Pakistan,Pishin,43.530834,45.08206,2.20%,20.072551,41.965787,45.87005,0.00%,0.838742394,827,0.161257606,159,4.70%,367183,280,427,Balochistan,35,26.070723,19.347037,986
64.32%,0.751282051,35.68%,0.094871795,0.153846154,42.91%,3.54%,37.99%,15.55%,293,Pakistan,Quetta,56.666667,68.093925,2.20%,27.179487,72.391616,60.3034,0.00%,0.681818182,390,0.318181818,182,4.70%,744802,37,60,Balochistan,54,39.712569,34.871795,572
100.00%,0.012195122,0.00%,0.237804878,0.75,20.96%,7.78%,44.31%,26.95%,2,Pakistan,Sherani,39.634146,37.37057,2.20%,20.731707,43.869017,40.67973,0.00%,0.891304348,164,0.108695652,20,4.70%,0,39,123,Balochistan,25,30.78375,32.926829,184
80.04%,0.368932039,19.96%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,76,Pakistan,Sibi,29.126214,52.797891,2.20%,29.61165,46.035662,24.365689,0.00%,0.78030303,206,0.21969697,58,4.70%,180398,57,73,Balochistan,70.829816,18.452313,23.786408,264
76.61%,0.174193548,23.39%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,27,Pakistan,Washuk,31.612903,40.447362,2.20%,23.225806,56.356368,13.209016,0.00%,0.824468085,155,0.175531915,33,4.70%,118171,31,97,Balochistan,18.838164,18.686605,1.935484,188
92.98%,0.152027027,7.02%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,45,Pakistan,Zhob,27.702703,44.480012,2.20%,18.243243,48.14249,53.761111,0.00%,0.848137536,296,0.151862464,53,4.70%,275142,49,202,Balochistan,19,19.832833,7.77027,349
99.76%,0.178082192,0.24%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,39,Pakistan,Ziarat,17.351598,43.627316,2.20%,3.196347,56.548519,46.719681,0.00%,0.829545455,219,0.170454545,45,4.70%,33340,65,115,Balochistan,21,19.31065,15.525114,264
94.20%,0.908560311,5.80%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,467,Pakistan,Bajaur Agency,24.95446266,48.80876286,2.59%,30.78324226,67.33333333,52.5,24.50%,0.856666667,514,0.143333333,86,3.70%,,4,43,FATA,19.6,28.63387978,27.32240437,600
69.59%,0.917378917,30.41%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,322,Pakistan,FR Bannu,56.44171779,54.34318549,2.59%,62.26993865,51.33333333,50.83333333,11.58%,0.851941748,351,0.148058252,61,3.70%,675667,0,29,FATA,34.8,51.47239264,54.60122699,412
100.00%,0.886363636,0.00%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,117,Pakistan,FR DI Khan,45.90163934,27.99426986,2.59%,27.86885246,33.33333333,18.76666667,26.97%,0.851612903,132,0.148387097,23,3.70%,,2,13,FATA,23.6,44.59016393,50,155
100.00%,0.945578231,0.00%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,139,Pakistan,FR Kohat,44.82758621,15.21173022,2.59%,53.44827586,0,0,16.76%,0.794594595,147,0.205405405,38,3.70%,,3,5,FATA,38,46.37931035,43.96551724,185
63.75%,0.979166667,36.25%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,94,Pakistan,FR Lakki Marwat,23.80952381,51.07868957,2.59%,15.47619048,45.83333333,36.63333333,14.95%,0.834782609,96,0.165217391,19,3.70%,,0,2,FATA,35.6,32.38095238,39.28571429,115
80.79%,0.953333333,19.21%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,143,Pakistan,FR Peshawar,63.28125,49.36050262,2.59%,50.78125,76,16.63333333,9.44%,0.824175824,150,0.175824176,32,3.70%,,2,5,FATA,35.6,55.78125,57.03125,182
87.97%,0.830687831,12.03%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,157,Pakistan,FR Tank,44.09937888,51.88333333,2.59%,29.8136646,73.5,25.2,11.27%,0.828947368,189,0.171052632,39,3.70%,,5,27,FATA,46.8,43.35403727,53.41614907,228
75.80%,0.913043478,24.20%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,588,Pakistan,Khyber Agency,3.138373752,48.56717209,2.59%,17.83166904,74.16666667,36.3,11.21%,0.878581173,644,0.121418827,89,3.70%,,4,52,FATA,9.6,25.62054208,38.51640514,733
92.55%,0.906614786,7.45%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,466,Pakistan,Kurram Agency,41.70212766,15.36194353,2.59%,44.68085106,0,0,26.17%,0.829032258,514,0.170967742,106,3.70%,,5,43,FATA,4,38.68085106,34.89361702,620
66.93%,0.953535354,33.07%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,472,Pakistan,Mohmand Agency,28.33675565,49.36685843,2.59%,31.41683778,67.33333333,28.66666667,32.11%,0.831932773,495,0.168067227,100,3.70%,,1,22,FATA,18.4,28.29568789,30.39014374,595
86.70%,0.839416058,13.30%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,690,Pakistan,North Waziristan Agency,58.21287779,26.32483314,2.59%,62.54927727,0,0,6.82%,0.868004224,822,0.131995776,125,3.70%,,64,68,FATA,42,50.24967149,49.67148489,947
78.79%,0.937209302,21.21%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,403,Pakistan,Orakzai Agency,14.42307692,49.89785202,2.59%,24.03846154,74.58333333,51,45.81%,0.866935484,430,0.133064516,66,3.70%,,8,19,FATA,2.8,25.67307692,16.10576923,496
100.00%,0.917460317,0.00%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,578,Pakistan,South Waziristan Agency,17.85714286,8.728725034,2.59%,23.12030075,0,0,19.57%,0.847913863,630,0.152086137,113,3.70%,,10,42,FATA,0,21.91729323,26.87969925,743
75.68%,0.908560311,24.33%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,467,Pakistan,Bajaur Agency,36.32116788,66.27,2.62%,35.37591241,70.345,77.935,24.50%,0.856666667,514,0.143333333,86,4.10%,,4,43,FATA,42.48,36.56,35.37226277,600
64.83%,0.917378917,35.17%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,322,Pakistan,FR Bannu,50.87288136,56.51,2.62%,67.03389831,57.54,47.065,11.58%,0.851941748,351,0.148058252,61,4.10%,675667,0,29,FATA,36.255,51.65,39.16101695,412
95.51%,0.886363636,4.50%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,117,Pakistan,FR DI Khan,39.08333333,37.12,2.62%,64.83333333,40.26,37.65,26.97%,0.851612903,132,0.148387097,23,4.10%,,2,13,FATA,16.06,50.98,43.83333333,155
100.00%,0.945578231,0.00%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,139,Pakistan,FR Kohat,31.75,30.71,2.62%,52.96428571,52,47.17,16.76%,0.794594595,147,0.205405405,38,4.10%,,3,5,FATA,35.105,40.385,37.25,185
70.88%,0.979166667,29.13%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,94,Pakistan,FR Lakki Marwat,32.02439024,60.42,2.62%,20.86585366,70.36,49.915,14.95%,0.834782609,96,0.165217391,19,4.10%,,0,2,FATA,42.275,35.25,39.63414634,115
86.84%,0.953333333,13.17%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,143,Pakistan,FR Peshawar,63.953125,54.355,2.62%,59.21875,80.575,22,9.44%,0.824175824,150,0.175824176,32,4.10%,,2,5,FATA,51.695,50.915,47.875,182
74.92%,0.830687831,25.09%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,157,Pakistan,FR Tank,54.5,69.1,2.62%,64.2345679,84.355,49.815,11.27%,0.828947368,189,0.171052632,39,4.10%,,5,27,FATA,67.15,52.4,56,228
95.95%,0.913043478,4.06%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,588,Pakistan,Khyber Agency,34.77298851,47.945,2.62%,42.28448276,47.68,52.485,11.21%,0.878581173,644,0.121418827,89,4.10%,,4,52,FATA,37.57,40.905,34.21551724,733
72.08%,0.906614786,27.93%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,466,Pakistan,Kurram Agency,41.29569893,45.975,2.62%,55.67204301,44,73.9,26.17%,0.829032258,514,0.170967742,106,4.10%,,5,43,FATA,47.035,36.865,37.72043011,620
67.12%,0.953535354,32.88%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,472,Pakistan,Mohmand Agency,28.88509317,51.745,2.62%,38.7505176,37.345,32.865,32.11%,0.831932773,495,0.168067227,100,4.10%,,1,22,FATA,53.895,30.505,30.88509317,595
66.07%,0.839416058,33.93%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,690,Pakistan,North Waziristan Agency,80.16887417,50.935,2.62%,76.62251656,35,82.13,6.82%,0.868004224,822,0.131995776,125,4.10%,,64,68,FATA,61.245,71.535,60.65231788,947
85.97%,0.937209302,14.03%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,403,Pakistan,Orakzai Agency,26.59134615,55.41,2.62%,32.55769231,59.38,49.995,45.81%,0.866935484,430,0.133064516,66,4.10%,,8,19,FATA,48.25,32.45,27.67307692,496
82.85%,0.917460317,17.15%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,578,Pakistan,South Waziristan Agency,32.85727788,46.19,2.62%,41.49149338,25,72.13,19.57%,0.847913863,630,0.152086137,113,4.10%,,10,42,FATA,69.035,34.86,39.83931947,743
77.44%,0.908560311,22.56%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,467,Pakistan,Bajaur Agency,34.21,57.43,2.68%,35.53,59.59,34.32,24.50%,0.856666667,514,0.143333333,86,4.00%,,4,43,FATA,63.25,44.47,35.53,600
60.91%,0.917378917,39.09%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,322,Pakistan,FR Bannu,38.19,65.9,2.68%,37.15,62.6,53.33,11.58%,0.851941748,351,0.148058252,61,4.00%,675667,0,29,FATA,58.56,48.68,37.15,412
